Ano de eleição;Cargo;Cor/raça;Detalhe da situação de candidatura;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nacionalidade;Ocupação;Sigla partido;Situação de candidatura;Situação de totalização;UF;Região
2022;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;SÃO PAULO;Brasileira nata;Administrador;PSD;Apto;2º turno;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;SÃO PAULO;Brasileira nata;Administrador;PSD;Apto;Eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;PIAUÍ;Brasileira nata;Empresário;PP;Apto;Não eleito;PI;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;RONDÔNIA;Brasileira nata;Médico;PL;Apto;2º turno;RO;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;RONDÔNIA;Brasileira nata;Médico;PL;Apto;Não eleito;RO;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;SANTA CATARINA;Brasileira nata;Aposentado (Exceto Servidor Público);PL;Apto;2º turno;SC;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;SANTA CATARINA;Brasileira nata;Aposentado (Exceto Servidor Público);PL;Apto;Eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;MARANHÃO;Brasileira nata;Empresário;DC;Apto;Não eleito;MA;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Brasileira nata;Militar Reformado;REPUBLICANOS;Apto;Não eleito;MG;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Locutor e Comentarista de Rádio e Televisão e Radialista;PSOL;Apto;Não eleito;AM;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;CEARÁ;Brasileira nata;Advogado;PSD;Apto;Não eleito;CE;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;ESPÍRITO SANTO;Brasileira nata;Empresário;PSD;Apto;Não eleito;ES;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;GOIÁS;Brasileira nata;Advogado;PSB;Apto;Não eleito;GO;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Advogado;PRTB;Apto;2º turno;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Advogado;PRTB;Apto;Não eleito;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Deputado;PP;Apto;2º turno;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Deputado;PP;Apto;Eleito;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;PERNAMBUCO;Brasileira nata;Professor de Ensino Médio;PSTU;Apto;Não eleito;PE;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior incompleto;ESPÍRITO SANTO;Brasileira nata;Empresário;PSDB;Apto;2º turno;ES;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior incompleto;ESPÍRITO SANTO;Brasileira nata;Empresário;PSDB;Apto;Eleito;ES;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Feminino;Superior completo;GOIÁS;Brasileira nata;Psicólogo;PCO;Apto;Não eleito;GO;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Feminino;Superior completo;PARAÍBA;Brasileira nata;Administrador;PSTU;Apto;Não eleito;PB;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Feminino;Superior completo;SÃO PAULO;Brasileira nata;Diretor de Estabelecimento de Ensino;PSB;Apto;2º turno;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Feminino;Superior completo;SÃO PAULO;Brasileira nata;Diretor de Estabelecimento de Ensino;PSB;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Advogado;PSOL;Apto;Não eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Feminino;Superior completo;PIAUÍ;Brasileira nata;Professor de Ensino Médio;PSTU;Apto;Não eleito;PI;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Feminino;Superior incompleto;DISTRITO FEDERAL;Brasileira nata;Empresário;PRTB;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Advogado;PSC;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Professor de Ensino Médio;PCB;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;PIAUÍ;Brasileira nata;Deputado;MDB;Apto;Eleito;PI;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Brasileira nata;Vereador;PSOL;Apto;Não eleito;RS;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;SÃO PAULO;Brasileira nata;Administrador;DC;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;TOCANTINS;Brasileira nata;Economista;MDB;Apto;Não eleito;TO;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;TOCANTINS;Brasileira nata;Empresário;PMB;Apto;Não eleito;TO;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Ensino Fundamental completo;RONDÔNIA;Brasileira nata;Agricultor;PT;Apto;Não eleito;RO;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior completo;CEARÁ;Brasileira nata;Médico;PL;Apto;Não eleito;CE;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior completo;MARANHÃO;Brasileira nata;Deputado;PL;Apto;Não eleito;MA;NORDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior completo;MATO GROSSO;Brasileira nata;Empresário;PTB;Apto;Não eleito;MT;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior completo;MINAS GERAIS;Brasileira nata;Economista;PSDB;Apto;Não eleito;MG;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior completo;SANTA CATARINA;Brasileira nata;Advogado;PSDB;Apto;Não eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);70 a 74 anos;Masculino;Superior incompleto;AMAZONAS;Brasileira nata;Empresário;PSDB;Apto;Não eleito;AM;NORTE
2022;Vice-governador;Branca;Deferido;Casado(a);75 a 79 anos;Masculino;Superior completo;RIO DE JANEIRO;Brasileira nata;Vereador;PSDB;Apto;Não eleito;RJ;SUDESTE
2022;Vice-governador;Branca;Deferido;Casado(a);80 a 84 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Empresário;PSD;Apto;Eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);80 a 84 anos;Masculino;Superior completo;SANTA CATARINA;Brasileira nata;Empresário;MDB;Apto;Não eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Casado(a);90 a 94 anos;Masculino;Ensino Fundamental incompleto;MATO GROSSO DO SUL;Brasileira nata;Produtor Agropecuário;PODE;Apto;Não eleito;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);35 a 39 anos;Feminino;Superior completo;CEARÁ;Brasileira nata;Outros;MDB;Apto;Eleito;CE;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);40 a 44 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Engenheiro;PDT;Apto;Não eleito;AM;NORTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);50 a 54 anos;Feminino;Superior completo;GOIÁS;Brasileira nata;Servidor Público Federal;UP;Apto;Não eleito;GO;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);55 a 59 anos;Masculino;Superior completo;MINAS GERAIS;Brasileira nata;Deputado;PT;Apto;Não eleito;MG;SUDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);55 a 59 anos;Masculino;Superior completo;SERGIPE;Brasileira nata;Empresário;PDT;Apto;2º turno;SE;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);55 a 59 anos;Masculino;Superior completo;SERGIPE;Brasileira nata;Empresário;PDT;Apto;Eleito;SE;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);60 a 64 anos;Masculino;Ensino Fundamental completo;MATO GROSSO;Brasileira nata;Produtor Agropecuário;REPUBLICANOS;Apto;Eleito;MT;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);60 a 64 anos;Masculino;Superior completo;SANTA CATARINA;Brasileira nata;Advogado;PDT;Apto;Não eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Divorciado(a);65 a 69 anos;Masculino;Superior completo;PIAUÍ;Brasileira nata;Jornalista e Redator;PATRIOTA;Apto;Não eleito;PI;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);70 a 74 anos;Masculino;Superior completo;ALAGOAS;Brasileira nata;Engenheiro;PDT;Apto;2º turno;AL;NORDESTE
2022;Vice-governador;Branca;Deferido;Divorciado(a);70 a 74 anos;Masculino;Superior completo;ALAGOAS;Brasileira nata;Engenheiro;PDT;Apto;Eleito;AL;NORDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);30 a 34 anos;Feminino;Superior completo;MINAS GERAIS;Brasileira nata;Professor de Ensino Médio;PCB;Apto;Não eleito;MG;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);30 a 34 anos;Feminino;Superior completo;SANTA CATARINA;Brasileira nata;Professor de Ensino Fundamental;PSTU;Apto;Não eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Solteiro(a);30 a 34 anos;Feminino;Superior completo;SÃO PAULO;Brasileira nata;Economista;PCB;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);30 a 34 anos;Masculino;Superior completo;RIO DE JANEIRO;Brasileira nata;Biólogo;NOVO;Apto;Não eleito;RJ;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Feminino;Superior completo;PARÁ;Brasileira nata;Cabeleireiro e Barbeiro;PSOL;Apto;Não eleito;PA;NORTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Feminino;Superior completo;SÃO PAULO;Brasileira nata;Professor de Ensino Médio;PSTU;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Feminino;Superior incompleto;SERGIPE;Brasileira nata;Empresário;DC;Apto;Não eleito;SE;NORDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Jornalista e Redator;PSTU;Apto;Não eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Servidor Público Estadual;PCB;Apto;Não eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PARAÍBA;Brasileira nata;Odontólogo;PRTB;Apto;Não eleito;PB;NORDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior incompleto;RIO DE JANEIRO;Brasileira nata;Deputado;UNIÃO;Apto;Eleito;RJ;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);40 a 44 anos;Feminino;Superior completo;RIO GRANDE DO SUL;Brasileira nata;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;PDT;Apto;Não eleito;RS;SUL
2022;Vice-governador;Branca;Deferido;Solteiro(a);40 a 44 anos;Feminino;Superior completo;SÃO PAULO;Brasileira nata;Professor de Ensino Médio;PCO;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;RIO GRANDE DO NORTE;Brasileira nata;Outros;PRTB;Apto;Não eleito;RN;NORDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);40 a 44 anos;Masculino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Advogado;PTB;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);40 a 44 anos;Masculino;Superior completo;GOIÁS;Brasileira nata;Engenheiro;PATRIOTA;Apto;Não eleito;GO;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Técnico de Eletricidade, Eletrônica e Telecomunicações;PCO;Apto;Não eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Solteiro(a);45 a 49 anos;Feminino;Superior completo;ACRE;Brasileira nata;Agente Administrativo;PSOL;Apto;Não eleito;AC;NORTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);45 a 49 anos;Feminino;Superior completo;RIO DE JANEIRO;Brasileira nata;Professor de Ensino Superior;PCB;Apto;Não eleito;RJ;SUDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);45 a 49 anos;Feminino;Superior completo;SANTA CATARINA;Brasileira nata;Empresário;PROS;Apto;Não eleito;SC;SUL
2022;Vice-governador;Branca;Deferido;Solteiro(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;RIO GRANDE DO NORTE;Brasileira nata;Outros;PSOL;Apto;Não eleito;RN;NORDESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);60 a 64 anos;Feminino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Administrador;DC;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);65 a 69 anos;Feminino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Odontólogo;MDB;Apto;Não eleito;MS;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);70 a 74 anos;Feminino;Superior completo;TOCANTINS;Brasileira nata;Administrador;PSD;Apto;Não eleito;TO;NORTE
2022;Vice-governador;Branca;Deferido;Solteiro(a);75 a 79 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Brasileira nata;Servidor Público Civil Aposentado;PCB;Apto;Não eleito;RS;SUL
2022;Vice-governador;Branca;Deferido;Viúvo(a);60 a 64 anos;Feminino;Superior completo;ESPÍRITO SANTO;Brasileira nata;Aposentado (Exceto Servidor Público);PSTU;Apto;Não eleito;ES;SUDESTE
2022;Vice-governador;Branca;Deferido;Viúvo(a);60 a 64 anos;Masculino;Superior completo;GOIÁS;Brasileira nata;Advogado;REDE;Apto;Não eleito;GO;CENTRO-OESTE
2022;Vice-governador;Branca;Deferido;Viúvo(a);65 a 69 anos;Masculino;Superior completo;PARANÁ;Brasileira nata;Agrônomo;PT;Apto;Não eleito;PR;SUL
2022;Vice-governador;Branca;Deferido;Viúvo(a);65 a 69 anos;Masculino;Superior completo;TOCANTINS;Brasileira nata;Agricultor;PDT;Apto;Eleito;TO;NORTE
2022;Vice-governador;Indígena;Deferido;Casado(a);35 a 39 anos;Feminino;Ensino Médio completo;AMAZONAS;Brasileira nata;Outros;PT;Apto;2º turno;AM;NORTE
2022;Vice-governador;Indígena;Deferido;Casado(a);35 a 39 anos;Feminino;Ensino Médio completo;AMAZONAS;Brasileira nata;Outros;PT;Apto;Não eleito;AM;NORTE
2022;Vice-governador;Indígena;Deferido;Casado(a);35 a 39 anos;Masculino;Ensino Fundamental completo;CEARÁ;Brasileira nata;Agricultor;UP;Apto;Não eleito;CE;NORDESTE
2022;Vice-governador;Indígena;Deferido;Solteiro(a);45 a 49 anos;Masculino;Ensino Fundamental incompleto;RORAIMA;Brasileira nata;Agricultor;PSOL;Apto;Não eleito;RR;NORTE
2022;Vice-governador;Não Informado;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;ACRE;Brasileira nata;Produtor Agropecuário;PRTB;Apto;Não eleito;AC;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);35 a 39 anos;Feminino;Superior completo;ESPÍRITO SANTO;Brasileira nata;Bombeiro Militar;SOLIDARIEDADE;Apto;Não eleito;ES;SUDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);35 a 39 anos;Masculino;Superior completo;SERGIPE;Brasileira nata;Empresário;CIDADANIA;Apto;Não eleito;SE;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);40 a 44 anos;Feminino;Superior completo;PERNAMBUCO;Brasileira nata;Advogado;PMB;Apto;Não eleito;PE;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);40 a 44 anos;Masculino;Superior completo;MARANHÃO;Brasileira nata;Professor de Ensino Superior;PT;Apto;Eleito;MA;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;ACRE;Brasileira nata;Senador;PP;Apto;Eleito;AC;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Feminino;Superior completo;AMAPÁ;Brasileira nata;Médico;PSD;Apto;Não eleito;AP;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;SERGIPE;Brasileira nata;Empresário;MDB;Apto;2º turno;SE;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;SERGIPE;Brasileira nata;Empresário;MDB;Apto;Não eleito;SE;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;ACRE;Brasileira nata;Advogado;PSD;Apto;Não eleito;AC;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;PARÁ;Brasileira nata;Bombeiro Militar;PMB;Apto;Não eleito;PA;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Brasileira nata;Advogado;NOVO;Apto;Não eleito;RS;SUL
2022;Vice-governador;Parda;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;RORAIMA;Brasileira nata;Engenheiro;REPUBLICANOS;Apto;Eleito;RR;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Feminino;Superior completo;ESPÍRITO SANTO;Brasileira nata;Comunicólogo;NOVO;Apto;Não eleito;ES;SUDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Feminino;Superior completo;PARAÍBA;Brasileira nata;Farmacêutico;PT;Apto;Não eleito;PB;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;PIAUÍ;Brasileira nata;Policial Militar;PMN;Apto;Não eleito;PI;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Advogado;AVANTE;Apto;2º turno;AM;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Advogado;AVANTE;Apto;Eleito;AM;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;BAHIA;Brasileira nata;Vereador;MDB;Apto;2º turno;BA;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;BAHIA;Brasileira nata;Vereador;MDB;Apto;Eleito;BA;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;RONDÔNIA;Brasileira nata;Policial Militar;PSD;Apto;Não eleito;RO;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;PERNAMBUCO;Brasileira nata;Engenheiro;PC do B;Apto;Não eleito;PE;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;SERGIPE;Brasileira nata;Padeiro, Confeiteiro e Assemelhados;PSTU;Apto;Não eleito;SE;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;PARÁ;Brasileira nata;Administrador;SOLIDARIEDADE;Apto;Não eleito;PA;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;RIO GRANDE DO NORTE;Brasileira nata;Motorista de Veículos de Transporte Coletivo de Passageiros;PMN;Apto;Não eleito;RN;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);65 a 69 anos;Feminino;Superior completo;RIO GRANDE DO NORTE;Brasileira nata;Empresário;PODE;Apto;Não eleito;RN;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Administrador;PROS;Apto;Não eleito;AM;NORTE
2022;Vice-governador;Parda;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;MARANHÃO;Brasileira nata;Médico;PSC;Apto;Não eleito;MA;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;PARAÍBA;Brasileira nata;Administrador;CIDADANIA;Apto;2º turno;PB;NORDESTE
2022;Vice-governador;Parda;Deferido;Casado(a);65 a 69 anos;Masculino;Superior completo;PARAÍBA;Brasileira nata;Administrador;CIDADANIA;Apto;Não eleito;PB;NORDESTE
2022;Vice-governador;Parda;Deferido;Divorciado(a);45 a 49 anos;Feminino;Superior completo;ACRE;Brasileira nata;Empresário;AGIR;Apto;Não eleito;AC;NORTE
2022;Vice-governador;Parda;Deferido;Divorciado(a);45 a 49 anos;Masculino;Superior completo;ALAGOAS;Brasileira nata;Bombeiro Militar;PMB;Apto;Não eleito;AL;NORDESTE
2022;Vice-governador;Parda;Deferido;Divorciado(a);50 a 54 anos;Masculino;Superior completo;PARÁ;Brasileira nata;Atleta Profissional e Técnico em Desportos;PRTB;Apto;Não eleito;PA;NORTE
2022;Vice-governador;Parda;Deferido;Divorciado(a);60 a 64 anos;Feminino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Professor de Ensino Superior;PC do B;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Parda;Deferido;Divorciado(a);70 a 74 anos;Masculino;Ensino Médio incompleto;RORAIMA;Brasileira nata;Deputado;MDB;Apto;Não eleito;RR;NORTE
2022;Vice-governador;Parda;Deferido;Divorciado(a);70 a 74 anos;Masculino;Superior incompleto;PARAÍBA;Brasileira nata;Jornalista e Redator;PCO;Apto;Não eleito;PB;NORDESTE
2022;Vice-governador;Parda;Deferido;Separado(a) judicialmente;50 a 54 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Brasileira nata;Agente Postal;PMB;Apto;Não eleito;MG;SUDESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);30 a 34 anos;Feminino;Superior completo;SÃO PAULO;Brasileira nata;Professor e Instrutor de Formação Profissional;UP;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);30 a 34 anos;Masculino;Superior incompleto;GOIÁS;Brasileira nata;Agente de Saúde e Sanitarista;PCB;Apto;Não eleito;GO;CENTRO-OESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior completo;AMAPÁ;Brasileira nata;Servidor Público Federal;PDT;Apto;Eleito;AP;NORTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);35 a 39 anos;Masculino;Superior completo;PARAÍBA;Brasileira nata;Outros;UP;Apto;Não eleito;PB;NORDESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);40 a 44 anos;Feminino;Superior completo;AMAPÁ;Brasileira nata;Policial Militar;PRTB;Apto;Não eleito;AP;NORTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);40 a 44 anos;Feminino;Superior completo;RONDÔNIA;Brasileira nata;Comerciante;PSOL;Apto;Não eleito;RO;NORTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;BAHIA;Brasileira nata;Estudante, Bolsista, Estagiário e Assemelhados;PSOL;Apto;Não eleito;BA;NORDESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);40 a 44 anos;Masculino;Superior completo;PARÁ;Brasileira nata;Advogado;AGIR;Apto;Não eleito;PA;NORTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);45 a 49 anos;Masculino;Superior completo;RIO GRANDE DO NORTE;Brasileira nata;Policial Civil;PATRIOTA;Apto;Não eleito;RN;NORDESTE
2022;Vice-governador;Parda;Deferido;Solteiro(a);50 a 54 anos;Masculino;Superior completo;ALAGOAS;Brasileira nata;Bombeiro Militar;PRTB;Apto;Não eleito;AL;NORDESTE
2022;Vice-governador;Preta;Deferido;Casado(a);35 a 39 anos;Feminino;Superior completo;AMAPÁ;Brasileira nata;Biólogo;MDB;Apto;Não eleito;AP;NORTE
2022;Vice-governador;Preta;Deferido;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;MINAS GERAIS;Brasileira nata;Trabalhador Metalúrgico e Siderúrgico;PSTU;Apto;Não eleito;MG;SUDESTE
2022;Vice-governador;Preta;Deferido;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;ALAGOAS;Brasileira nata;Agricultor;PSOL;Apto;Não eleito;AL;NORDESTE
2022;Vice-governador;Preta;Deferido;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;SÃO PAULO;Brasileira nata;Supervisor, Inspetor e Agente de Compras e Vendas;PDT;Apto;Não eleito;SP;SUDESTE
2022;Vice-governador;Preta;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;CEARÁ;Brasileira nata;Servidor Público Municipal;PSTU;Apto;Não eleito;CE;NORDESTE
2022;Vice-governador;Preta;Deferido;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;TOCANTINS;Brasileira nata;Eletricista e Assemelhados;PSOL;Apto;Não eleito;TO;NORTE
2022;Vice-governador;Preta;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;DISTRITO FEDERAL;Brasileira nata;Servidor Público Federal;PSOL;Apto;Não eleito;DF;CENTRO-OESTE
2022;Vice-governador;Preta;Deferido;Casado(a);55 a 59 anos;Feminino;Ensino Médio completo;BAHIA;Brasileira nata;Outros;PMB;Apto;Não eleito;BA;NORDESTE
