Ano de eleição;Cargo;Cor/raça;Detalhe da situação de candidatura;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nacionalidade;Ocupação;Sigla partido;Situação de candidatura;Situação de totalização;UF;Região
2014;Vice-governador;Branca;Deferido;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;MATO GROSSO;Brasileira nata;Produtor Agropecuário;PP;Apto;Eleito;MT;CENTRO-OESTE
2014;Vice-governador;Branca;Deferido;Casado(a);45 a 49 anos;Masculino;Superior completo;RONDÔNIA;Brasileira nata;Advogado;PSB;Apto;Eleito;RO;NORTE
2014;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Feminino;Superior completo;PIAUÍ;Brasileira nata;Deputado;PP;Apto;Eleito;PI;NORDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;PERNAMBUCO;Brasileira nata;Deputado;PMDB;Apto;Eleito;PE;NORDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Masculino;Superior completo;SÃO PAULO;Brasileira nata;Deputado;PSB;Apto;Eleito;SP;SUDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);50 a 54 anos;Masculino;Superior incompleto;AMAZONAS;Brasileira nata;Deputado;SD;Apto;Eleito;AM;NORTE
2014;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;AMAZONAS;Brasileira nata;Deputado;PSDB;Apto;Eleito;AM;NORTE
2014;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;ESPÍRITO SANTO;Brasileira nata;Deputado;PSDB;Apto;Eleito;ES;SUDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;MARANHÃO;Brasileira nata;Empresário;PSDB;Apto;Eleito;MA;NORDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);55 a 59 anos;Masculino;Superior completo;PARÁ;Brasileira nata;Deputado;PSC;Apto;Eleito;PA;NORTE
2014;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Masculino;Superior completo;MINAS GERAIS;Brasileira nata;Deputado;PMDB;Apto;Eleito;MG;SUDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);60 a 64 anos;Masculino;Superior completo;RIO GRANDE DO SUL;Brasileira nata;Engenheiro;PSD;Apto;Eleito;RS;SUL
2014;Vice-governador;Branca;Deferido;Casado(a);65 a 69 anos;Masculino;Ensino Médio completo;BAHIA;Brasileira nata;Deputado;PP;Apto;Eleito;BA;NORDESTE
2014;Vice-governador;Branca;Deferido;Casado(a);75 a 79 anos;Masculino;Superior completo;RIO DE JANEIRO;Brasileira nata;Senador;PP;Apto;Eleito;RJ;SUDESTE
2014;Vice-governador;Branca;Deferido;Divorciado(a);50 a 54 anos;Masculino;Superior completo;SERGIPE;Brasileira nata;Advogado;PSB;Apto;Eleito;SE;NORDESTE
2014;Vice-governador;Branca;Deferido;Divorciado(a);55 a 59 anos;Masculino;Superior completo;ALAGOAS;Brasileira nata;Engenheiro;PMDB;Apto;Eleito;AL;NORDESTE
2014;Vice-governador;Branca;Deferido;Solteiro(a);35 a 39 anos;Feminino;Superior completo;MATO GROSSO DO SUL;Brasileira nata;Vereador;PSDB;Apto;Eleito;MS;CENTRO-OESTE
2014;Vice-governador;Branca;Deferido;Viúvo(a);65 a 69 anos;Masculino;Superior completo;SANTA CATARINA;Brasileira nata;Médico;PMDB;Apto;Eleito;SC;SUL
2014;Vice-governador;Branca;Deferido com recurso;Casado(a);30 a 34 anos;Masculino;Ensino Fundamental completo;TOCANTINS;Brasileira nata;Deputado;PHS;Apto;Eleito;TO;NORTE
2014;Vice-governador;Branca;Deferido com recurso;Casado(a);60 a 64 anos;Masculino;Superior completo;RORAIMA;Brasileira nata;Deputado;DEM;Apto;Eleito;RR;NORTE
2014;Vice-governador;Parda;Deferido;Casado(a);50 a 54 anos;Feminino;Superior completo;CEARÁ;Brasileira nata;Professor de Ensino Superior;PROS;Apto;Eleito;CE;NORDESTE
2014;Vice-governador;Parda;Deferido;Casado(a);55 a 59 anos;Feminino;Superior completo;PARAÍBA;Brasileira nata;Empresário;PDT;Apto;Eleito;PB;NORDESTE
2014;Vice-governador;Parda;Deferido com recurso;Casado(a);60 a 64 anos;Masculino;Superior completo;AMAPÁ;Brasileira nata;Médico;PP;Apto;Eleito;AP;NORTE
2014;Vice-governador;Preta;Deferido;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;DISTRITO FEDERAL;Brasileira nata;Servidor Público Estadual;PSD;Apto;Eleito;DF;CENTRO-OESTE
